net,length_um
datamem.mem\[109\]\[25\],17.62
datamem.mem\[121\]\[4\],17.62
datamem.mem\[124\]\[8\],17.62
datamem.mem\[85\]\[30\],17.62
datamem.mem\[88\]\[5\],17.62
datamem.mem\[96\]\[9\],17.62
dp.regfile.mem\[14\]\[12\],17.62
dp.regfile.mem\[28\]\[15\],17.62
datamem._02138_,17.605
datamem.mem\[46\]\[28\],17.605
datamem._04605_,17.6
datamem._07775_,17.6
datamem._09370_,17.6
datamem.mem\[111\]\[14\],17.6
datamem.mem\[19\]\[0\],17.6
datamem.mem\[93\]\[5\],17.6
net2593,17.6
net5046,17.6
datamem.mem\[54\]\[31\],17.59
datamem._02520_,17.585
datamem._11635_,17.58
datamem.mem\[23\]\[1\],17.58
dp.regfile.mem\[6\]\[4\],17.58
net4381,17.58
cu.pcEX\[23\],17.57
datamem._00339_,17.565
datamem._02364_,17.565
datamem.mem\[58\]\[6\],17.565
cu.pc_updater.adder.carry_connector\[18\],17.56
datamem._06222_,17.56
datamem.mem\[100\]\[25\],17.56
datamem.mem\[69\]\[16\],17.56
datamem.mem\[78\]\[25\],17.56
dp.funit.alu.rcas.carry_connector\[15\],17.56
dp.regfile._03156_,17.56
dp.regfile.mem\[30\]\[0\],17.56
net5296,17.56
cu.pc_updater.adder.ripple\[17\].full_adder._0_,17.55
datamem.mem\[102\]\[18\],17.55
datamem.mem\[58\]\[31\],17.545
cu.immEX\[9\],17.54
datamem._04255_,17.54
datamem._08745_,17.54
datamem._09921_,17.54
datamem.mem\[23\]\[29\],17.54
datamem.mem\[37\]\[30\],17.54
dp.funit.s.sr.genblk1\[4\].genblk1\[27\].genblk1.mx.o_mux,17.54
net5236,17.54
datamem.mem\[120\]\[11\],17.53
datamem.mem\[38\]\[7\],17.53
datamem.mem\[50\]\[3\],17.525
cu.pc_updater.adder.carry_connector\[17\],17.52
datamem._04294_,17.52
datamem._06004_,17.52
datamem.mem\[111\]\[28\],17.52
datamem.mem\[11\]\[14\],17.52
datamem.mem\[36\]\[28\],17.52
datamem.mem\[77\]\[4\],17.52
datamem.mem\[84\]\[3\],17.52
datamem.mem\[85\]\[11\],17.52
dp.regfile._05518_,17.52
datamem._09377_,17.5
datamem.mem\[37\]\[25\],17.5
datamem.mem\[45\]\[20\],17.5
datamem.mem\[93\]\[7\],17.5
dp.funit.s.reg_B\[8\],17.5
dp.regfile._05472_,17.5
dp.regfile.mem\[31\]\[28\],17.5
datamem._03581_,17.485
cu.pc_updater.B\[13\],17.48
datamem._06615_,17.48
datamem.mem\[101\]\[21\],17.48
datamem.mem\[1\]\[22\],17.48
datamem.mem\[35\]\[29\],17.48
datamem.mem\[85\]\[3\],17.48
dp._0527_,17.48
dp._0551_,17.48
dp.funit.s.sr.genblk1\[2\].genblk1\[11\].genblk1.mx.o_mux,17.48
dp.funit.s.sr.genblk1\[2\].genblk1\[12\].genblk1.mx.o_mux,17.48
dp.regfile._03631_,17.48
dp.regfile._04899_,17.48
dp.regfile.mem\[5\]\[12\],17.48
net4150,17.48
datamem._04900_,17.46
datamem._08098_,17.46
datamem.mem\[56\]\[0\],17.46
datamem.mem\[72\]\[11\],17.46
datamem.mem\[73\]\[12\],17.46
datamem.mem\[81\]\[16\],17.46
dp._0344_,17.46
dp.regfile._02729_,17.46
dp.regfile._03600_,17.46
cu.pc_updater.r\[20\],17.44
datamem._11784_,17.44
datamem.mem\[104\]\[6\],17.44
datamem.mem\[115\]\[25\],17.44
datamem.mem\[121\]\[22\],17.44
datamem.mem\[25\]\[20\],17.44
datamem.mem\[39\]\[2\],17.44
datamem.mem\[43\]\[7\],17.44
datamem.mem\[51\]\[23\],17.44
datamem.mem\[57\]\[10\],17.44
datamem.mem\[94\]\[12\],17.44
dp.funit.alu.rcas.carry_connector\[28\],17.44
dp.regfile._03711_,17.44
dp.regfile._04232_,17.44
datamem.mem\[58\]\[17\],17.435
datamem.mem\[10\]\[27\],17.425
datamem.mem\[11\]\[28\],17.42
dp._0350_,17.42
dp.regfile._03742_,17.42
dp.regfile.mem\[14\]\[31\],17.42
net3514,17.42
datamem.mem\[22\]\[30\],17.405
datamem._04827_,17.4
datamem._04978_,17.4
datamem.mem\[51\]\[17\],17.4
datamem.mem\[72\]\[5\],17.4
datamem.mem\[8\]\[19\],17.4
dp.regfile.mem\[2\]\[1\],17.4
net5440,17.4
datamem._02930_,17.385
datamem.mem\[18\]\[6\],17.385
datamem._05259_,17.38
datamem._12718_,17.38
datamem.mem\[20\]\[25\],17.38
datamem.mem\[21\]\[26\],17.38
datamem.mem\[24\]\[14\],17.38
datamem.mem\[76\]\[12\],17.38
datamem.mem\[85\]\[23\],17.38
datamem._01171_,17.365
datamem._03080_,17.365
datamem.mem\[86\]\[10\],17.365
datamem._09462_,17.36
datamem.mem\[11\]\[8\],17.36
datamem.mem\[35\]\[22\],17.36
datamem.mem\[4\]\[4\],17.36
datamem.rd_dout0\[8\],17.36
net1391,17.36
net2714,17.36
cu.pc_updater.adder.ripple\[2\].full_adder._0_,17.34
datamem._12022_,17.34
datamem.mem\[80\]\[26\],17.34
datamem.mem\[84\]\[16\],17.34
dp.regfile._02414_,17.34
datamem._11406_,17.32
datamem.mem\[115\]\[7\],17.32
datamem.mem\[118\]\[4\],17.32
datamem.mem\[65\]\[15\],17.32
datamem.mem\[65\]\[26\],17.32
datamem.mem\[99\]\[17\],17.32
dp.regfile._02467_,17.32
dp.regfile.mem\[12\]\[18\],17.32
dp.regfile.mem\[30\]\[9\],17.32
net3733,17.32
datamem._04743_,17.3
datamem._05599_,17.3
datamem._05779_,17.3
datamem._09378_,17.3
datamem.mem\[42\]\[1\],17.285
datamem.mem\[82\]\[7\],17.285
datamem.mem\[86\]\[22\],17.285
datamem.mem\[100\]\[0\],17.28
datamem.mem\[6\]\[3\],17.28
datamem.mem\[91\]\[0\],17.28
datamem._00338_,17.265
datamem._07563_,17.26
datamem._12064_,17.26
datamem.mem\[109\]\[7\],17.26
datamem.mem\[71\]\[10\],17.26
datamem._04250_,17.24
datamem._10268_,17.24
datamem._12078_,17.24
datamem.mem\[115\]\[31\],17.24
dp._0366_,17.24
dp._0423_,17.24
dp.regfile.mem\[20\]\[4\],17.24
dp.regfile.mem\[5\]\[3\],17.24
net3486,17.24
datamem._01031_,17.225
datamem.mem\[106\]\[11\],17.225
dp.funit.alu.Logical_result\[14\],17.22
datamem.mem\[21\]\[4\],17.21
datamem._12716_,17.2
datamem.mem\[15\]\[8\],17.2
datamem.mem\[20\]\[11\],17.2
datamem._01554_,17.195
datamem.mem\[90\]\[13\],17.185
cu.immed_genEX._00_,17.18
cu.pcEX\[16\],17.18
cu.pc_updater.r\[2\],17.18
datamem._04509_,17.18
datamem._10269_,17.18
datamem._11072_,17.18
datamem._11458_,17.18
datamem._11546_,17.18
datamem._12139_,17.18
datamem.mem\[71\]\[5\],17.18
datamem.mem\[72\]\[9\],17.18
datamem.mem\[76\]\[8\],17.18
datamem.mem\[93\]\[1\],17.18
dp.funit.alu.Arithmetic_result\[7\],17.18
dp.funit.alu._013_,17.18
dp.regfile._04141_,17.18
dp.regfile.mem\[12\]\[21\],17.18
net4359,17.18
datamem._09050_,17.16
datamem.mem\[120\]\[9\],17.16
datamem.mem\[52\]\[30\],17.16
dp.regfile._03291_,17.16
dp.regfile.mem\[4\]\[8\],17.16
dp.regfile.mem\[6\]\[30\],17.16
datamem.mem\[114\]\[13\],17.145
datamem.mem\[122\]\[14\],17.145
datamem.mem\[122\]\[5\],17.145
datamem.mem\[62\]\[24\],17.145
cu.pc_updater._173_,17.14
datamem._04845_,17.14
datamem._09465_,17.14
datamem._10489_,17.14
datamem._11787_,17.14
datamem._12577_,17.14
datamem.mem\[27\]\[11\],17.14
datamem.mem\[65\]\[21\],17.14
dp.regfile._05428_,17.14
datamem.mem\[42\]\[4\],17.13
datamem._05953_,17.12
datamem._12114_,17.12
datamem.mem\[108\]\[25\],17.12
datamem.mem\[112\]\[3\],17.12
datamem.mem\[120\]\[20\],17.12
dp.regfile.mem\[31\]\[24\],17.12
dp.regfile.mem\[3\]\[17\],17.12
net3839,17.12
datamem._08473_,17.1
datamem._12097_,17.1
dp.regfile._04204_,17.1
dp.regfile.mem\[7\]\[7\],17.1
net3700,17.1
net5322,17.1
net5455,17.1
datamem._05439_,17.08
datamem._09634_,17.08
datamem.mem\[88\]\[31\],17.08
datamem.rd_dout0\[9\],17.08
dp.regfile._02388_,17.08
net3395,17.08
net4782,17.08
cu.immEX\[16\],17.06
datamem.mem\[16\]\[19\],17.06
datamem.mem\[21\]\[18\],17.06
datamem.mem\[55\]\[25\],17.06
datamem.mem\[63\]\[10\],17.06
datamem.mem\[97\]\[12\],17.06
dp.funit.ALU_result\[27\],17.06
dp.funit.s.sr.genblk1\[2\].genblk1\[2\].genblk1.mx.o_mux,17.06
dp.funit.s.sr.genblk1\[3\].genblk1\[10\].genblk1.mx.o_mux,17.06
dp.regfile._02763_,17.06
dp.regfile.mem\[13\]\[21\],17.06
datamem.mem\[98\]\[26\],17.045
cu.pc_updater.A\[9\],17.04
datamem._04128_,17.04
datamem._12062_,17.04
datamem.mem\[108\]\[27\],17.04
datamem.mem\[99\]\[23\],17.04
dp._0336_,17.04
net4939,17.04
datamem.mem\[102\]\[8\],17.025
datamem.mem\[82\]\[13\],17.025
datamem._04649_,17.02
datamem.mem\[100\]\[14\],17.02
datamem.mem\[100\]\[1\],17.02
datamem.mem\[113\]\[12\],17.02
datamem.mem\[40\]\[2\],17.02
datamem.mem\[49\]\[14\],17.02
datamem.mem\[5\]\[9\],17.02
datamem.mem\[68\]\[0\],17.02
datamem.mem\[76\]\[26\],17.02
datamem.mem\[81\]\[11\],17.02
datamem.mem\[85\]\[2\],17.02
datamem.mem\[96\]\[29\],17.02
dp.funit.alu.rcas.carry_connector\[14\],17.02
net5691,17.02
datamem._02352_,17.005
datamem.mem\[122\]\[27\],17.005
cu.pc_updater.B\[11\],17
datamem._04361_,17
datamem.mem\[31\]\[19\],17
datamem.mem\[41\]\[9\],17
net4553,17
net5325,17
datamem.mem\[50\]\[14\],16.985
datamem._04123_,16.98
datamem._08013_,16.98
datamem.mem\[120\]\[1\],16.98
datamem.mem\[121\]\[23\],16.98
datamem.mem\[21\]\[16\],16.98
datamem.mem\[40\]\[7\],16.98
dp.regfile.mem\[30\]\[19\],16.98
net4343,16.98
datamem._12707_,16.96
datamem.mem\[108\]\[31\],16.96
datamem.mem\[11\]\[11\],16.96
datamem.mem\[127\]\[13\],16.96
net3198,16.96
datamem._02885_,16.945
datamem.mem\[122\]\[17\],16.945
datamem._04492_,16.94
datamem.mem\[119\]\[25\],16.94
datamem.mem\[127\]\[18\],16.94
datamem.mem\[24\]\[22\],16.94
datamem.mem\[27\]\[5\],16.94
datamem.mem\[48\]\[7\],16.94
datamem.mem\[7\]\[8\],16.94
datamem.mem\[87\]\[16\],16.94
dp.regfile._05609_,16.94
dp.regfile.mem\[9\]\[5\],16.94
datamem.mem\[42\]\[5\],16.93
datamem.mem\[10\]\[30\],16.925
datamem.mem\[10\]\[3\],16.925
datamem.mem\[105\]\[23\],16.92
datamem.mem\[17\]\[12\],16.92
datamem.mem\[57\]\[13\],16.92
datamem.mem\[74\]\[23\],16.92
net1457,16.92
datamem.mem\[90\]\[26\],16.905
datamem._02496_,16.9
datamem._08587_,16.9
datamem.mem\[112\]\[28\],16.9
datamem.mem\[30\]\[7\],16.9
datamem.mem\[57\]\[22\],16.9
dp._0205_,16.9
dp.regfile.mem\[5\]\[16\],16.9
datamem.mem\[105\]\[27\],16.88
datamem.mem\[11\]\[26\],16.88
datamem.mem\[33\]\[1\],16.88
dp.regfile._05503_,16.88
dp.regfile.mem\[29\]\[1\],16.88
net4496,16.88
net5613,16.88
net5860,16.88
datamem._03009_,16.865
datamem.mem\[0\]\[28\],16.86
datamem.mem\[111\]\[13\],16.86
datamem.mem\[111\]\[17\],16.86
datamem.mem\[5\]\[27\],16.86
datamem.mem\[93\]\[11\],16.86
net4475,16.86
datamem.mem\[85\]\[4\],16.85
datamem.mem\[126\]\[18\],16.845
datamem.mem\[32\]\[4\],16.84
datamem.mem\[36\]\[30\],16.84
dp.regfile._04799_,16.84
dp.regfile.mem\[11\]\[0\],16.84
net5400,16.84
datamem.mem\[110\]\[12\],16.825
datamem._09003_,16.82
datamem._12217_,16.82
datamem.mem\[13\]\[3\],16.82
datamem.mem\[39\]\[0\],16.82
datamem.mem\[64\]\[24\],16.82
dp.regfile.mem\[29\]\[15\],16.82
net4833,16.82
datamem.mem\[101\]\[30\],16.8
datamem.mem\[105\]\[15\],16.8
datamem.mem\[13\]\[7\],16.8
datamem.mem\[14\]\[21\],16.8
datamem.mem\[33\]\[21\],16.8
dp.regfile._03679_,16.8
dp.regfile.mem\[25\]\[26\],16.8
net1309,16.8
net3508,16.8
net4832,16.8
net5367,16.8
datamem.mem\[122\]\[25\],16.79
datamem.mem\[110\]\[8\],16.785
dp.funit.s.sr.genblk1\[1\].genblk1\[5\].genblk1.mx._0_,16.78
dp.regfile.mem\[16\]\[2\],16.78
datamem._01497_,16.775
datamem._06117_,16.76
datamem.mem\[61\]\[13\],16.76
dp._0210_,16.76
dp.funit._091_,16.76
dp.regfile._04201_,16.76
dp.regfile.mem\[0\]\[11\],16.76
dp.regfile.mem\[26\]\[14\],16.76
net4851,16.76
datamem.mem\[38\]\[9\],16.75
datamem._09470_,16.74
datamem.mem\[101\]\[15\],16.74
datamem.mem\[13\]\[1\],16.74
datamem.mem\[20\]\[30\],16.74
datamem.mem\[37\]\[0\],16.74
datamem.mem\[53\]\[13\],16.74
datamem.mem\[94\]\[23\],16.74
datamem.mem\[9\]\[13\],16.74
dp.regfile.mem\[18\]\[14\],16.74
dp.regfile.mem\[22\]\[29\],16.74
dp.regfile.mem\[30\]\[27\],16.74
datamem.mem\[117\]\[29\],16.73
datamem.mem\[102\]\[3\],16.725
datamem.mem\[86\]\[20\],16.725
cu.immEX\[10\],16.72
datamem._04494_,16.72
datamem._04872_,16.72
datamem._05053_,16.72
datamem._05614_,16.72
datamem._07995_,16.72
datamem._11429_,16.72
datamem._12883_,16.72
datamem.mem\[77\]\[16\],16.72
datamem.mem\[80\]\[17\],16.72
dp._0288_,16.72
dp.regfile_rd_dout1_EXMEM.D\[26\],16.72
net4909,16.72
datamem.mem\[125\]\[17\],16.7
datamem.mem\[24\]\[15\],16.7
datamem.mem\[89\]\[16\],16.7
dp.funit.s.sr.genblk1\[1\].genblk1\[18\].genblk1.mx.o_mux,16.7
dp.regfile._04205_,16.7
datamem._02319_,16.685
datamem._02951_,16.685
datamem.mem\[102\]\[13\],16.685
datamem.mem\[98\]\[28\],16.685
datamem._05203_,16.68
datamem._06471_,16.68
datamem._11990_,16.68
datamem.mem\[15\]\[0\],16.68
dp.regfile.mem\[25\]\[14\],16.68
net4409,16.68
cu.pc_updater._031_,16.665
datamem.mem\[127\]\[29\],16.66
datamem.mem\[19\]\[28\],16.66
datamem.mem\[51\]\[21\],16.66
datamem.mem\[64\]\[25\],16.66
datamem.mem\[67\]\[28\],16.66
datamem.mem\[9\]\[29\],16.66
dp.regfile.mem\[30\]\[26\],16.66
cu.immMEM\[27\],16.645
datamem.mem\[114\]\[1\],16.645
cu.instr_decWB._04_,16.64
datamem._04901_,16.64
datamem._06596_,16.64
datamem._11469_,16.64
datamem.mem\[105\]\[31\],16.64
datamem.mem\[16\]\[15\],16.64
datamem.mem\[24\]\[11\],16.64
datamem.mem\[32\]\[28\],16.64
datamem.mem\[41\]\[16\],16.64
datamem.mem\[85\]\[16\],16.64
net3866,16.64
datamem._00293_,16.625
datamem._11745_,16.62
datamem.mem\[0\]\[23\],16.62
datamem.mem\[28\]\[0\],16.62
datamem.mem\[69\]\[20\],16.62
net4421,16.62
net4803,16.62
datamem.mem\[122\]\[20\],16.605
datamem.mem\[18\]\[5\],16.605
datamem._01173_,16.6
datamem._05381_,16.6
datamem.mem\[101\]\[1\],16.6
datamem.mem\[120\]\[3\],16.6
datamem.mem\[21\]\[29\],16.6
datamem.mem\[21\]\[2\],16.6
datamem.mem\[27\]\[10\],16.6
datamem.mem\[37\]\[12\],16.6
datamem.mem\[5\]\[30\],16.6
datamem.mem\[85\]\[0\],16.6
datamem.mem\[10\]\[4\],16.59
datamem.mem\[38\]\[24\],16.585
datamem._04539_,16.58
datamem.mem\[96\]\[13\],16.58
datamem._05743_,16.56
datamem.mem\[101\]\[22\],16.56
datamem.mem\[33\]\[14\],16.56
datamem.mem\[63\]\[26\],16.56
datamem.mem\[9\]\[10\],16.56
dp.regfile._04088_,16.56
dp.regfile.mem\[13\]\[14\],16.56
dp.regfile.mem\[27\]\[30\],16.56
net1395,16.56
net2427,16.56
net2799,16.56
net3442,16.56
net3460,16.56
net4539,16.56
net4815,16.56
datamem._08764_,16.54
datamem._12297_,16.54
datamem.mem\[112\]\[24\],16.54
dp.regfile._02724_,16.54
net5098,16.54
cu.immed_genMEM.inst\[14\],16.52
datamem._04679_,16.52
datamem.mem\[103\]\[22\],16.52
datamem.mem\[112\]\[4\],16.52
datamem.mem\[115\]\[8\],16.52
datamem.mem\[52\]\[12\],16.52
datamem.mem\[57\]\[29\],16.52
dp.regfile._05148_,16.52
dp.regfile.mem\[14\]\[15\],16.52
net1528,16.52
net1919,16.52
datamem._10630_,16.51
datamem.mem\[120\]\[13\],16.5
datamem.mem\[36\]\[25\],16.5
datamem.mem\[97\]\[20\],16.5
net5257,16.5
datamem.mem\[66\]\[25\],16.495
datamem.mem\[98\]\[21\],16.485
datamem.mem\[105\]\[8\],16.48
datamem.mem\[108\]\[15\],16.48
datamem.mem\[112\]\[0\],16.48
datamem.mem\[33\]\[18\],16.48
datamem.mem\[43\]\[25\],16.48
datamem.mem\[45\]\[1\],16.48
datamem.mem\[81\]\[28\],16.48
dp._0510_,16.48
datamem.mem\[22\]\[26\],16.47
datamem._05600_,16.46
datamem.mem\[104\]\[3\],16.46
dp.funit.alu.rcas.carry_connector\[7\],16.46
datamem.mem\[110\]\[31\],16.45
datamem._04972_,16.445
cu.pcIFID.D\[10\],16.44
datamem.mem\[100\]\[7\],16.44
datamem.mem\[63\]\[14\],16.44
dp.regfile._03636_,16.44
dp.regfile._04087_,16.44
datamem._11975_,16.42
datamem.mem\[12\]\[0\],16.42
datamem.mem\[68\]\[8\],16.42
datamem.mem\[81\]\[25\],16.42
datamem.mem\[97\]\[24\],16.42
dp.regfile._05508_,16.42
dp.regfile.mem\[23\]\[14\],16.42
cu.immed_genEX._13_,16.41
datamem._01304_,16.405
datamem.mem\[17\]\[2\],16.4
datamem.mem\[36\]\[26\],16.4
datamem.mem\[67\]\[2\],16.4
datamem.mem\[8\]\[2\],16.4
dp._0358_,16.4
dp.regfile.mem\[17\]\[15\],16.4
dp.regfile.mem\[23\]\[17\],16.4
dp.regfile.mem\[2\]\[21\],16.4
datamem._04921_,16.38
datamem.mem\[108\]\[21\],16.38
datamem.mem\[71\]\[28\],16.38
datamem.mem\[79\]\[26\],16.38
datamem.mem\[87\]\[27\],16.38
dp._0066_,16.38
dp.regfile.mem\[3\]\[23\],16.38
net4021,16.38
datamem.mem\[110\]\[13\],16.365
cu.immed_genMEM._08_,16.36
datamem._12421_,16.36
datamem.mem\[70\]\[28\],16.36
datamem.mem\[72\]\[3\],16.36
datamem.mem\[90\]\[8\],16.36
net4213,16.36
datamem.mem\[22\]\[23\],16.345
datamem.mem\[20\]\[28\],16.34
datamem.mem\[24\]\[26\],16.34
datamem.mem\[36\]\[31\],16.34
datamem.mem\[39\]\[15\],16.34
datamem.mem\[46\]\[29\],16.34
datamem.wr_din0\[12\],16.34
dp.funit.alu.rcas.ripple\[2\].full_adder._1_,16.34
dp.funit.s.reg_H\[26\],16.34
net1571,16.34
datamem.mem\[38\]\[19\],16.325
datamem._04476_,16.32
datamem._05039_,16.32
datamem._09309_,16.32
datamem._09973_,16.32
datamem._11206_,16.32
datamem._12545_,16.32
dp.funit.s.sr.genblk1\[3\].genblk1\[27\].genblk1.mx._0_,16.32
dp.regfile._02897_,16.32
dp.regfile._04092_,16.32
dp.regfile._04836_,16.32
dp.regfile.mem\[0\]\[14\],16.32
datamem._03520_,16.305
datamem._04612_,16.3
datamem._09570_,16.3
datamem.mem\[31\]\[10\],16.3
datamem.mem\[84\]\[31\],16.3
datamem.mem\[88\]\[26\],16.3
net4981,16.3
net5019,16.3
datamem._01257_,16.285
datamem.mem\[22\]\[29\],16.285
datamem.mem\[12\]\[10\],16.28
datamem.mem\[60\]\[14\],16.28
datamem.mem\[60\]\[7\],16.28
dp.funit._055_,16.28
dp.funit._056_,16.28
dp.regfile.mem\[20\]\[21\],16.28
datamem._04029_,16.265
datamem.mem\[38\]\[5\],16.265
cu.instIDEX.D\[20\],16.26
cu.pc_updater.adder.carry_connector\[14\],16.26
cu.pc_updater.adder.ripple\[30\].full_adder._0_,16.26
datamem._04790_,16.26
datamem._07947_,16.26
datamem.mem\[127\]\[3\],16.26
datamem.mem\[53\]\[6\],16.26
datamem.mem\[76\]\[9\],16.26
dp.regfile._03948_,16.26
dp.regfile.mem\[2\]\[15\],16.26
datamem.mem\[114\]\[19\],16.25
datamem.mem\[125\]\[21\],16.245
datamem.mem\[74\]\[12\],16.245
datamem._05243_,16.24
datamem._09610_,16.24
datamem._11474_,16.24
datamem.mem\[119\]\[14\],16.24
datamem.mem\[73\]\[1\],16.24
datamem.mem\[92\]\[29\],16.24
dp.regfile.mem\[14\]\[29\],16.24
datamem._08675_,16.22
datamem.mem\[29\]\[12\],16.22
datamem.mem\[68\]\[9\],16.22
datamem.mem\[71\]\[31\],16.22
dp._0340_,16.22
dp.regfile._04371_,16.22
net5234,16.22
datamem._00717_,16.205
datamem.mem\[80\]\[14\],16.2
dp.regfile._02319_,16.2
net1834,16.2
datamem._01838_,16.185
datamem.mem\[26\]\[24\],16.185
datamem._04761_,16.18
datamem._06548_,16.18
datamem._06768_,16.18
datamem._11846_,16.18
datamem.mem\[20\]\[20\],16.18
datamem.mem\[30\]\[31\],16.18
dp.regfile._02066_,16.18
dp.regfile._04170_,16.18
dp.regfile.mem\[31\]\[25\],16.18
net5051,16.18
cu.pc_updater.adder.carry_connector\[15\],16.16
datamem._02672_,16.16
datamem._07360_,16.16
datamem._10895_,16.16
datamem.mem\[1\]\[2\],16.16
dp.regfile._02894_,16.16
dp.regfile._04091_,16.16
datamem.mem\[114\]\[4\],16.145
cu.immed_genMEM._07_,16.14
datamem._04344_,16.14
datamem._12208_,16.14
datamem.mem\[124\]\[21\],16.14
datamem.mem\[124\]\[3\],16.14
datamem.mem\[16\]\[16\],16.14
datamem.mem\[1\]\[31\],16.14
datamem.mem\[24\]\[23\],16.14
datamem.mem\[25\]\[14\],16.14
datamem.mem\[49\]\[12\],16.14
datamem.mem\[51\]\[0\],16.14
datamem.mem\[83\]\[1\],16.14
datamem.mem\[84\]\[0\],16.14
dp.regfile.mem\[17\]\[13\],16.14
dp.regfile.mem\[29\]\[19\],16.14
net3478,16.14
datamem._02082_,16.135
datamem._01637_,16.125
datamem.mem\[50\]\[9\],16.125
dp.funit.s._067_,16.12
dp.funit.s.sr.genblk1\[0\].genblk1\[21\].genblk1.mx.o_mux,16.12
dp.regfile._04097_,16.12
net5629,16.12
datamem.mem\[50\]\[27\],16.11
datamem._07342_,16.1
datamem._11101_,16.1
datamem._12566_,16.1
datamem.mem\[112\]\[10\],16.1
datamem.mem\[56\]\[11\],16.1
datamem.mem\[57\]\[1\],16.1
datamem.mem\[88\]\[24\],16.1
datamem.mem\[91\]\[8\],16.1
datamem.mem\[40\]\[13\],16.09
datamem.mem\[54\]\[17\],16.09
datamem._04778_,16.08
datamem._08338_,16.08
datamem._10517_,16.08
datamem._11612_,16.08
datamem._12572_,16.08
dp.funit.s.sr.genblk1\[1\].genblk1\[6\].genblk1.mx._0_,16.08
dp.regfile._02335_,16.08
net2589,16.08
cu.immed_genEX._22_,16.06
datamem.mem\[100\]\[29\],16.06
datamem.mem\[105\]\[29\],16.06
datamem.mem\[20\]\[3\],16.06
datamem.mem\[67\]\[10\],16.06
datamem.mem\[9\]\[8\],16.06
datamem.rd_dout0\[26\],16.06
dp.funit.alu.rcas.ripple\[1\].full_adder._2_,16.06
dp.regfile._03602_,16.06
dp.regfile._04801_,16.06
net4351,16.06
datamem.mem\[102\]\[0\],16.045
cu.pc_updater.adder.ripple\[12\].full_adder._2_,16.04
datamem._04998_,16.04
datamem._11450_,16.04
datamem._12715_,16.04
dp.regfile.mem\[23\]\[0\],16.04
dp.regfile.mem\[27\]\[8\],16.04
dp.regfile.mem\[31\]\[23\],16.04
cu.immMEM\[13\],16.025
datamem.mem\[122\]\[0\],16.025
datamem.mem\[62\]\[15\],16.025
datamem._04684_,16.02
datamem.mem\[36\]\[6\],16.02
datamem.mem\[73\]\[20\],16.02
dp._0464_,16.02
dp._0520_,16.02
dp.regfile._02527_,16.02
dp.regfile.mem\[22\]\[11\],16.02
dp.regfile.mem\[28\]\[7\],16.02
net1840,16.02
datamem.mem\[102\]\[22\],16.005
datamem.mem\[2\]\[1\],16.005
cu.immEX\[7\],16
datamem._04316_,16
datamem.mem\[0\]\[25\],16
datamem.mem\[19\]\[18\],16
datamem.mem\[60\]\[5\],16
dp.regfile._03805_,16
dp.regfile._05258_,16
net4252,16
datamem.mem\[110\]\[2\],15.985
datamem._04305_,15.98
datamem.mem\[39\]\[8\],15.98
dp.regfile._01736_,15.98
dp.regfile._04847_,15.98
net2112,15.98
datamem._04153_,15.965
datamem.mem\[64\]\[19\],15.96
datamem.mem\[87\]\[0\],15.96
dp._0526_,15.96
dp.funit.s.reg_H\[11\],15.96
dp.regfile._01150_,15.96
net1952,15.96
net3961,15.96
datamem.mem\[59\]\[22\],15.95
datamem.mem\[74\]\[26\],15.945
cu.immEX\[4\],15.94
datamem._04117_,15.94
datamem._04323_,15.94
datamem._06207_,15.94
datamem._10116_,15.94
datamem._12210_,15.94
datamem.mem\[120\]\[21\],15.94
datamem.mem\[35\]\[3\],15.94
datamem.mem\[77\]\[14\],15.94
datamem.mem\[85\]\[24\],15.94
datamem.mem\[8\]\[21\],15.94
datamem.mem\[8\]\[3\],15.94
dp._0426_,15.94
dp.regfile._05246_,15.94
datamem.mem\[81\]\[31\],15.93
datamem._04364_,15.92
datamem._08205_,15.92
datamem.mem\[104\]\[8\],15.92
datamem.mem\[16\]\[7\],15.92
datamem.mem\[48\]\[30\],15.92
datamem.mem\[52\]\[24\],15.92
datamem.mem\[93\]\[16\],15.92
net869,15.92
datamem._00581_,15.905
cu.cwordWB\[0\],15.9
datamem._01621_,15.9
datamem.mem\[115\]\[5\],15.9
datamem.mem\[88\]\[4\],15.9
dp._0220_,15.9
datamem.mem\[23\]\[19\],15.89
datamem.mem\[49\]\[0\],15.89
datamem._05898_,15.88
datamem._08791_,15.88
datamem.mem\[56\]\[7\],15.88
datamem.mem\[94\]\[26\],15.88
datamem.mem\[26\]\[3\],15.87
datamem.mem\[122\]\[4\],15.865
datamem._10477_,15.86
datamem._12183_,15.86
net1489,15.86
net4950,15.86
net5381,15.86
datamem._05647_,15.84
datamem._06406_,15.84
datamem._11734_,15.84
datamem._11742_,15.84
datamem.mem\[27\]\[6\],15.84
datamem.mem\[99\]\[31\],15.84
dp.regfile._04473_,15.84
dp.regfile._05636_,15.84
dp.regfile.mem\[30\]\[20\],15.84
dp.regfile.mem\[30\]\[29\],15.84
net1982,15.84
net3206,15.84
cu.pcIFID.D\[2\],15.825
datamem.mem\[90\]\[15\],15.825
datamem._05536_,15.82
datamem._11874_,15.82
datamem.mem\[3\]\[26\],15.82
dp.regfile.mem\[28\]\[3\],15.82
net5126,15.82
datamem._05514_,15.8
datamem._08350_,15.8
