net,length_um
datamem.mem\[68\]\[28\],13.7
dp.funit._024_,13.7
dp.regfile.mem\[21\]\[24\],13.7
net2955,13.7
datamem.mem\[106\]\[31\],13.69
datamem._02119_,13.685
datamem._01885_,13.68
datamem._04869_,13.68
datamem.mem\[111\]\[5\],13.68
datamem.mem\[116\]\[20\],13.68
datamem.mem\[127\]\[23\],13.68
datamem.mem\[35\]\[7\],13.68
datamem.mem\[45\]\[9\],13.68
datamem.mem\[52\]\[20\],13.68
datamem.mem\[91\]\[4\],13.68
dp.funit.alu.rcas.ripple\[3\].full_adder._2_,13.68
dp.funit.s.sr.genblk1\[2\].genblk1\[3\].genblk1.mx.o_mux,13.68
dp.regfile._04353_,13.68
dp.regfile._04959_,13.68
dp.regfile._05225_,13.68
dp.regfile_rd_dout1_EXMEM.Q\[19\],13.68
net3179,13.68
net3544,13.68
net4420,13.68
net5152,13.68
datamem._02632_,13.675
datamem._00866_,13.665
datamem.mem\[18\]\[8\],13.665
datamem.mem\[71\]\[6\],13.66
dp.funit.s.reg_B\[23\],13.66
dp.regfile._04311_,13.66
net1823,13.66
net2460,13.66
net3408,13.66
net4273,13.66
net4601,13.66
net4928,13.66
datamem._06084_,13.64
datamem._10773_,13.64
datamem.mem\[112\]\[31\],13.64
datamem.mem\[24\]\[18\],13.64
dp.funit.alu.rcas.ripple\[30\].full_adder._0_,13.64
dp.regfile.mem\[21\]\[29\],13.64
dp.regfile_rd_dout1_EXMEM.Q\[16\],13.64
datamem._10143_,13.62
datamem._10413_,13.62
datamem._10855_,13.62
datamem._12458_,13.62
datamem.mem\[28\]\[18\],13.62
datamem.mem\[55\]\[18\],13.62
datamem.mem\[73\]\[25\],13.62
datamem.mem\[87\]\[9\],13.62
datamem.mem\[93\]\[24\],13.62
net912,13.62
dp.regfile._03283_,13.62
dp.regfile._03367_,13.62
dp.regfile.mem\[12\]\[7\],13.62
dp.regfile.mem\[2\]\[29\],13.62
dp.regfile.mem\[4\]\[13\],13.62
cu.pc_updater.adder.ripple\[28\].full_adder._0_,13.6
datamem.mem\[37\]\[3\],13.6
datamem.mem\[81\]\[22\],13.6
dp.regfile._01479_,13.6
dp.regfile._05259_,13.6
datamem._02086_,13.585
datamem._03110_,13.585
datamem.mem\[22\]\[17\],13.585
datamem.mem\[50\]\[17\],13.585
cu.pcIDEX.D\[16\],13.58
cu.pc_updater.adder.ripple\[5\].full_adder._1_,13.58
datamem._04945_,13.58
datamem._10485_,13.58
datamem.mem\[113\]\[0\],13.58
datamem.mem\[125\]\[16\],13.58
datamem.mem\[5\]\[0\],13.58
datamem.mem\[93\]\[14\],13.58
dp.funit.alu.rcas.ripple\[11\].full_adder._1_,13.58
dp.funit.alu.rcas.ripple\[21\].full_adder._1_,13.58
dp.funit.s.reg_H\[31\],13.58
dp.regfile._01169_,13.58
dp.regfile._04332_,13.58
dp.regfile._04444_,13.58
datamem._05412_,13.56
datamem._07321_,13.56
datamem._09049_,13.56
datamem._09113_,13.56
datamem._09549_,13.56
datamem._10383_,13.56
datamem._10536_,13.56
datamem.mem\[123\]\[1\],13.56
datamem.mem\[67\]\[24\],13.56
dp.funit.s.sr.genblk1\[2\].genblk1\[11\].genblk1.mx._0_,13.56
dp.regfile._02358_,13.56
dp.regfile._04733_,13.56
dp.regfile.mem\[3\]\[29\],13.56
net2657,13.56
net3389,13.56
datamem._03737_,13.555
datamem._01194_,13.545
datamem.mem\[114\]\[12\],13.545
datamem.mem\[58\]\[18\],13.545
datamem._04115_,13.54
datamem._04146_,13.54
datamem._05281_,13.54
datamem._06621_,13.54
datamem._06701_,13.54
datamem._07625_,13.54
datamem._07668_,13.54
datamem._08160_,13.54
datamem._08286_,13.54
datamem._08756_,13.54
datamem._09089_,13.54
datamem._09140_,13.54
datamem._09944_,13.54
datamem._10453_,13.54
datamem._11300_,13.54
datamem._11904_,13.54
datamem._12084_,13.54
datamem._12419_,13.54
datamem._12521_,13.54
datamem.mem\[107\]\[11\],13.54
datamem.mem\[109\]\[17\],13.54
datamem.mem\[13\]\[20\],13.54
datamem.mem\[29\]\[15\],13.54
datamem.mem\[33\]\[24\],13.54
datamem.mem\[43\]\[26\],13.54
datamem.mem\[55\]\[17\],13.54
dp._0183_,13.54
net323,13.54
net921,13.54
net1004,13.54
net4355,13.54
datamem._06677_,13.52
datamem.mem\[61\]\[4\],13.52
datamem.mem\[73\]\[27\],13.52
dp.funit.alu.rcas.B_xor\[28\],13.52
dp.regfile.mem\[5\]\[14\],13.52
net2550,13.52
datamem._01999_,13.505
datamem._03977_,13.505
datamem.mem\[22\]\[24\],13.505
datamem.mem\[34\]\[22\],13.505
datamem.mem\[58\]\[7\],13.505
datamem.mem\[74\]\[19\],13.505
datamem.mem\[74\]\[9\],13.505
datamem.mem\[86\]\[9\],13.505
datamem._04511_,13.5
datamem._04947_,13.5
datamem._05426_,13.5
datamem._06049_,13.5
datamem._06682_,13.5
datamem._07392_,13.5
datamem._07733_,13.5
datamem._10250_,13.5
datamem._11024_,13.5
datamem.mem\[108\]\[1\],13.5
datamem.mem\[12\]\[6\],13.5
datamem.mem\[19\]\[23\],13.5
datamem.mem\[29\]\[17\],13.5
datamem.mem\[29\]\[29\],13.5
datamem.mem\[36\]\[29\],13.5
datamem.mem\[83\]\[15\],13.5
dp.funit._032_,13.5
dp.funit._071_,13.5
dp.funit.s.sr.genblk1\[0\].genblk1\[28\].genblk1.mx.o_mux,13.5
dp.regfile._01349_,13.5
dp.regfile._04563_,13.5
net1382,13.5
net2255,13.5
net2858,13.5
net3527,13.5
net3692,13.5
net4462,13.5
cu.pc_updater.B\[24\],13.49
cu.immed_genMEM._14_,13.48
datamem._07826_,13.48
datamem._08304_,13.48
datamem._09868_,13.48
datamem.mem\[103\]\[18\],13.48
datamem.mem\[21\]\[10\],13.48
datamem.mem\[54\]\[14\],13.48
datamem.mem\[55\]\[14\],13.48
datamem.mem\[64\]\[17\],13.48
dp.regfile._02170_,13.48
dp.regfile._02636_,13.48
dp.regfile.mem\[16\]\[23\],13.48
dp.regfile.mem\[18\]\[17\],13.48
dp.regfile.mem\[31\]\[9\],13.48
net5936,13.48
datamem._00742_,13.475
datamem._01040_,13.475
datamem._03023_,13.475
datamem._00196_,13.465
datamem._01722_,13.465
datamem._03256_,13.465
datamem._03312_,13.465
datamem.mem\[66\]\[31\],13.465
cu.pc_updater._093_,13.46
datamem._05331_,13.46
datamem._07004_,13.46
datamem._08709_,13.46
datamem.mem\[103\]\[30\],13.46
datamem.mem\[59\]\[15\],13.46
datamem.mem\[68\]\[31\],13.46
datamem.mem\[75\]\[14\],13.46
dp.funit.s.reg_B\[22\],13.46
dp.regfile._05463_,13.46
dp.regfile.mem\[13\]\[28\],13.46
net2935,13.46
net3429,13.46
datamem._01686_,13.455
datamem.mem\[34\]\[4\],13.445
datamem._10845_,13.44
datamem._11705_,13.44
datamem.mem\[123\]\[29\],13.44
datamem.mem\[17\]\[21\],13.44
dp._0231_,13.44
dp._0342_,13.44
dp.regfile._03779_,13.44
net1914,13.44
datamem._02758_,13.425
datamem.mem\[122\]\[23\],13.425
cu.pc_updater.adder.B_xor\[29\],13.42
datamem._05601_,13.42
datamem._10741_,13.42
datamem._11652_,13.42
datamem._11654_,13.42
datamem.mem\[12\]\[21\],13.42
datamem.mem\[46\]\[25\],13.42
datamem.mem\[65\]\[24\],13.42
datamem.mem\[73\]\[8\],13.42
dp.funit.alu.Arithmetic_result\[17\],13.42
dp.funit.alu.lu._045_,13.42
dp.regfile._03019_,13.42
dp.regfile._03913_,13.42
dp.regfile._05471_,13.42
clknet_leaf_68_clk,13.42
net1938,13.42
net2374,13.42
net2770,13.42
net4027,13.42
datamem._01975_,13.405
datamem.mem\[90\]\[14\],13.405
cu.pc_updater._095_,13.4
datamem._05141_,13.4
datamem._06863_,13.4
datamem._06913_,13.4
datamem._08066_,13.4
datamem._08622_,13.4
datamem._11695_,13.4
datamem.mem\[64\]\[11\],13.4
datamem.mem\[70\]\[6\],13.4
datamem.mem\[79\]\[18\],13.4
datamem.mem\[80\]\[30\],13.4
dp.regfile._03204_,13.4
dp.regfile._03445_,13.4
net1636,13.4
net1858,13.4
net2937,13.4
net4869,13.4
datamem._00192_,13.385
datamem._03413_,13.385
cu.pc_updater.adder.ripple\[14\].full_adder._0_,13.38
datamem._02106_,13.38
datamem._09083_,13.38
datamem._11026_,13.38
datamem._12104_,13.38
datamem.mem\[104\]\[11\],13.38
datamem.mem\[120\]\[31\],13.38
datamem.mem\[121\]\[15\],13.38
datamem.mem\[21\]\[5\],13.38
datamem.mem\[23\]\[2\],13.38
datamem.mem\[32\]\[7\],13.38
datamem.mem\[40\]\[27\],13.38
datamem.mem\[43\]\[5\],13.38
datamem.mem\[88\]\[23\],13.38
datamem.mem\[89\]\[25\],13.38
dp.funit.s.reg_B\[19\],13.38
dp.regfile._02547_,13.38
dp.regfile._04811_,13.38
dp.regfile.mem\[28\]\[12\],13.38
net2701,13.38
datamem.mem\[55\]\[22\],13.375
datamem._09412_,13.37
datamem.mem\[46\]\[11\],13.37
datamem._02868_,13.365
datamem.mem\[2\]\[8\],13.365
datamem._08685_,13.36
datamem._09799_,13.36
datamem.mem\[118\]\[5\],13.36
datamem.mem\[63\]\[18\],13.36
dp.funit.alu.rcas.ripple\[28\].full_adder._0_,13.36
dp.regfile._05629_,13.36
dp.regfile.mem\[4\]\[9\],13.36
net2459,13.36
net2570,13.36
net3554,13.36
net4522,13.36
cu.pc_updater.A\[14\],13.35
datamem._02446_,13.345
datamem.mem\[58\]\[14\],13.345
cu.cwordMEM\[6\],13.34
datamem._04950_,13.34
datamem._07967_,13.34
datamem._09533_,13.34
datamem._11107_,13.34
datamem._11475_,13.34
datamem.mem\[0\]\[18\],13.34
datamem.mem\[113\]\[16\],13.34
datamem.mem\[115\]\[22\],13.34
datamem.mem\[12\]\[2\],13.34
datamem.mem\[1\]\[26\],13.34
datamem.mem\[32\]\[13\],13.34
datamem.mem\[57\]\[16\],13.34
datamem.mem\[81\]\[24\],13.34
datamem.mem\[9\]\[24\],13.34
dp.funit.s.sr.genblk1\[0\].genblk1\[17\].genblk1.mx.o_mux,13.34
net351,13.34
dp.regfile._03077_,13.34
dp.regfile._03515_,13.34
dp.regfile.mem\[14\]\[13\],13.34
dp.regfile_wr_din0\[3\],13.34
net2036,13.34
net2235,13.34
net3008,13.34
net3684,13.34
net4169,13.34
net5551,13.34
datamem._01380_,13.325
datamem._12747_,13.325
datamem.mem\[66\]\[28\],13.325
cu.pcIFID.D\[11\],13.32
datamem._02378_,13.32
datamem._04540_,13.32
datamem._05790_,13.32
datamem._06746_,13.32
datamem._11830_,13.32
datamem._12821_,13.32
datamem.mem\[77\]\[1\],13.32
dp.regfile._04383_,13.32
net1675,13.32
net2673,13.32
net3257,13.32
net4414,13.32
net4733,13.32
net5249,13.32
datamem.mem\[42\]\[22\],13.31
datamem.mem\[111\]\[1\],13.3
datamem.mem\[111\]\[26\],13.3
datamem.mem\[1\]\[4\],13.3
datamem.mem\[41\]\[0\],13.3
datamem.mem\[45\]\[17\],13.3
datamem.mem\[65\]\[1\],13.3
datamem.mem\[78\]\[21\],13.3
datamem.mem\[7\]\[3\],13.3
dp.funit.s.sr.genblk1\[2\].genblk1\[10\].genblk1.mx.o_mux,13.3
net585,13.3
dp.regfile._04227_,13.3
dp.regfile._05350_,13.3
datamem._01746_,13.285
datamem._01912_,13.285
datamem._02353_,13.285
datamem._02824_,13.285
datamem._08056_,13.28
datamem.mem\[119\]\[13\],13.28
datamem.mem\[37\]\[23\],13.28
dp.regfile._05130_,13.28
net5366,13.28
net5853,13.28
datamem._03257_,13.265
datamem._04007_,13.265
datamem.mem\[126\]\[0\],13.265
datamem.mem\[74\]\[8\],13.265
datamem._04935_,13.26
datamem._10372_,13.26
datamem.mem\[125\]\[20\],13.26
datamem.mem\[40\]\[0\],13.26
datamem.mem\[45\]\[7\],13.26
datamem.mem\[51\]\[31\],13.26
dp.funit.alu.Arithmetic_result\[5\],13.26
dp.funit.alu.lu._022_,13.26
dp.regfile.mem\[31\]\[17\],13.26
net3165,13.26
datamem._00013_,13.25
dp.funit.S\[7\],13.245
datamem._10337_,13.24
datamem.mem\[0\]\[17\],13.24
datamem.mem\[111\]\[18\],13.24
datamem.mem\[11\]\[7\],13.24
dp.funit.alu.rcas.ripple\[2\].full_adder._2_,13.24
net4417,13.24
net5990,13.24
datamem._01256_,13.225
datamem._01460_,13.225
datamem.mem\[107\]\[20\],13.22
datamem.mem\[109\]\[8\],13.22
datamem.mem\[23\]\[5\],13.22
datamem.mem\[59\]\[16\],13.22
datamem.mem\[68\]\[30\],13.22
datamem.wr_din0\[11\],13.22
dp.funit.alu.rcas.carry_connector\[27\],13.22
dp.regfile._02518_,13.22
dp.regfile._05506_,13.22
dp.regfile.mem\[14\]\[16\],13.22
dp.regfile.mem\[6\]\[11\],13.22
net5032,13.22
net5530,13.22
datamem._12687_,13.215
datamem._03218_,13.205
datamem._05432_,13.2
datamem._09182_,13.2
datamem._11905_,13.2
dp._0478_,13.2
dp.regfile._03463_,13.2
dp.regfile._04734_,13.2
dp.regfile._05515_,13.2
dp.regfile.mem\[2\]\[7\],13.2
net5617,13.2
datamem._09954_,13.18
datamem.mem\[124\]\[9\],13.18
datamem.mem\[25\]\[26\],13.18
datamem.mem\[39\]\[31\],13.18
datamem.mem\[39\]\[4\],13.18
datamem.mem\[87\]\[3\],13.18
dp.regfile._03699_,13.18
net1828,13.18
net2561,13.18
net4653,13.18
net5456,13.18
net5978,13.18
cu.immMEM\[22\],13.175
datamem.mem\[22\]\[27\],13.17
dp.funit.alu.lu._039_,13.17
dp.regfile.mem\[30\]\[21\],13.17
datamem.mem\[86\]\[27\],13.165
cu.pcEX\[1\],13.16
datamem._09080_,13.16
datamem._10009_,13.16
datamem._11799_,13.16
datamem._12702_,13.16
datamem.mem\[37\]\[9\],13.16
datamem.mem\[72\]\[7\],13.16
net486,13.16
dp.regfile._03208_,13.16
dp.regfile._03312_,13.16
dp.regfile.mem\[25\]\[9\],13.16
net2436,13.16
net5809,13.16
net6002,13.16
net6088,13.16
datamem.mem\[62\]\[6\],13.15
datamem.mem\[82\]\[4\],13.15
datamem.mem\[22\]\[12\],13.145
datamem.mem\[103\]\[14\],13.14
datamem.mem\[125\]\[3\],13.14
datamem.mem\[125\]\[5\],13.14
datamem.mem\[13\]\[9\],13.14
datamem.mem\[51\]\[22\],13.14
datamem.mem\[6\]\[14\],13.14
datamem.mem\[73\]\[13\],13.14
dp.regfile.mem\[28\]\[31\],13.14
net1313,13.14
net5970,13.14
datamem._02279_,13.125
datamem._03970_,13.125
datamem._04296_,13.12
datamem._06710_,13.12
datamem._07013_,13.12
datamem._10376_,13.12
datamem._10722_,13.12
datamem._12043_,13.12
datamem.mem\[2\]\[2\],13.12
datamem.mem\[51\]\[27\],13.12
dp.funit.alu.rcas.ripple\[26\].full_adder._1_,13.12
dp.regfile._05383_,13.12
dp.regfile.mem\[4\]\[11\],13.12
datamem._06549_,13.1
datamem._06918_,13.1
datamem._07684_,13.1
datamem._08136_,13.1
datamem._09450_,13.1
datamem._09484_,13.1
datamem._09666_,13.1
datamem._09670_,13.1
datamem._10253_,13.1
datamem._10639_,13.1
datamem.mem\[111\]\[4\],13.1
datamem.mem\[121\]\[10\],13.1
datamem.mem\[53\]\[8\],13.1
datamem.mem\[6\]\[24\],13.1
datamem.mem\[92\]\[25\],13.1
dp.funit.alu._043_,13.1
dp.funit.alu.rcas.carry_connector\[26\],13.1
net572,13.1
dp.regfile._03116_,13.1
net1600,13.1
dp.regfile.mem\[3\]\[14\],13.09
datamem.mem\[38\]\[18\],13.085
datamem.mem\[82\]\[20\],13.085
datamem._04105_,13.08
datamem._08221_,13.08
datamem._08276_,13.08
datamem._08878_,13.08
datamem._12820_,13.08
datamem.mem\[116\]\[5\],13.08
datamem.mem\[117\]\[28\],13.08
datamem.mem\[23\]\[30\],13.08
datamem.mem\[7\]\[29\],13.08
dp._0508_,13.08
net789,13.08
dp.regfile._02349_,13.08
dp.regfile._05411_,13.08
dp.regfile._05430_,13.08
dp.regfile.mem\[27\]\[12\],13.08
net1618,13.08
net1857,13.08
net2057,13.08
net2612,13.08
net5434,13.08
datamem._00194_,13.06
datamem.mem\[112\]\[29\],13.06
datamem.mem\[113\]\[8\],13.06
datamem.mem\[120\]\[19\],13.06
datamem.mem\[123\]\[13\],13.06
datamem.mem\[37\]\[20\],13.06
dp.funit.s.reg_B\[7\],13.06
dp.funit.s.sr.genblk1\[0\].genblk1\[27\].genblk1.mx.o_mux,13.06
dp.regfile.mem\[31\]\[6\],13.06
datamem._00230_,13.045
datamem._03929_,13.045
datamem.mem\[106\]\[17\],13.045
datamem.mem\[126\]\[8\],13.045
datamem.mem\[22\]\[11\],13.045
datamem.mem\[26\]\[23\],13.045
datamem.mem\[34\]\[30\],13.045
datamem.mem\[38\]\[12\],13.045
datamem.mem\[82\]\[27\],13.045
dp.regfile._01960_,13.045
datamem._04982_,13.04
datamem._07917_,13.04
datamem._08255_,13.04
datamem._08713_,13.04
datamem._09375_,13.04
datamem._09469_,13.04
datamem._10594_,13.04
datamem._11504_,13.04
datamem._12540_,13.04
datamem.mem\[65\]\[19\],13.04
datamem.mem\[8\]\[25\],13.04
dp.regfile._02496_,13.04
dp.regfile._02588_,13.04
dp.regfile._02844_,13.04
dp.regfile._02971_,13.04
dp.regfile._03662_,13.04
dp.regfile._05480_,13.04
dp.regfile._05574_,13.04
net2491,13.04
net5441,13.04
datamem.mem\[106\]\[26\],13.03
datamem.mem\[46\]\[31\],13.03
datamem._07036_,13.02
datamem._07613_,13.02
datamem._07652_,13.02
datamem._08512_,13.02
datamem._12363_,13.02
datamem.mem\[4\]\[7\],13.02
datamem.mem\[53\]\[31\],13.02
datamem.mem\[78\]\[8\],13.02
dp._0263_,13.02
dp.regfile._02510_,13.02
dp.regfile._04804_,13.02
dp.regfile.mem\[12\]\[14\],13.02
datamem._03412_,13.005
datamem.mem\[58\]\[22\],13.005
datamem._07833_,13
datamem._09708_,13
datamem._10412_,13
datamem._10717_,13
datamem._11818_,13
datamem._11890_,13
datamem._12050_,13
datamem._12354_,13
datamem.mem\[123\]\[19\],13
datamem.mem\[14\]\[16\],13
dp.regfile._01543_,13
dp.regfile._04131_,13
net1442,13
net2016,13
net2636,13
net3415,13
net3487,13
net3746,13
net4687,13
net5314,13
datamem._05730_,12.98
datamem._07137_,12.98
datamem._07400_,12.98
datamem._07838_,12.98
datamem.mem\[115\]\[9\],12.98
datamem.mem\[19\]\[1\],12.98
dp.regfile._01329_,12.98
net2423,12.98
net4634,12.98
net5701,12.98
net5785,12.98
datamem._01000_,12.965
datamem._03847_,12.965
datamem.mem\[82\]\[30\],12.965
datamem._05434_,12.96
datamem._06640_,12.96
datamem._07735_,12.96
datamem._07800_,12.96
datamem._07927_,12.96
datamem._08757_,12.96
datamem._08877_,12.96
datamem._09710_,12.96
datamem._10211_,12.96
datamem._10658_,12.96
datamem.mem\[105\]\[7\],12.96
datamem.mem\[108\]\[2\],12.96
datamem.mem\[116\]\[14\],12.96
datamem.mem\[125\]\[19\],12.96
datamem.mem\[16\]\[0\],12.96
datamem.mem\[21\]\[30\],12.96
datamem.mem\[25\]\[12\],12.96
datamem.mem\[27\]\[22\],12.96
datamem.mem\[32\]\[8\],12.96
datamem.mem\[54\]\[25\],12.96
datamem.mem\[73\]\[15\],12.96
datamem.mem\[89\]\[28\],12.96
datamem.mem\[8\]\[30\],12.96
dp._0452_,12.96
dp.regfile._03160_,12.96
dp.regfile._03850_,12.96
dp.regfile._04352_,12.96
dp.regfile._04390_,12.96
dp.regfile.mem\[27\]\[6\],12.96
net1363,12.96
net6064,12.96
datamem.mem\[58\]\[25\],12.95
datamem.mem\[38\]\[17\],12.945
datamem._05567_,12.94
datamem._08627_,12.94
datamem._08681_,12.94
datamem._08724_,12.94
datamem.mem\[35\]\[0\],12.94
datamem.mem\[65\]\[4\],12.94
dp.regfile.mem\[27\]\[14\],12.94
net1586,12.94
net2553,12.94
net4255,12.94
net5568,12.94
net5956,12.94
datamem._00884_,12.925
datamem._02777_,12.925
datamem._06619_,12.92
datamem._07361_,12.92
datamem.mem\[108\]\[3\],12.92
datamem.mem\[108\]\[5\],12.92
datamem.mem\[113\]\[21\],12.92
datamem.mem\[115\]\[13\],12.92
datamem.mem\[123\]\[24\],12.92
datamem.mem\[125\]\[22\],12.92
datamem.mem\[27\]\[27\],12.92
datamem.mem\[31\]\[15\],12.92
datamem.mem\[37\]\[5\],12.92
datamem.mem\[45\]\[2\],12.92
datamem.mem\[54\]\[16\],12.92
datamem.mem\[59\]\[12\],12.92
dp.funit.s.sr.genblk1\[1\].genblk1\[13\].genblk1.mx.o_mux,12.92
dp.regfile._03635_,12.92
dp.regfile._05321_,12.92
dp.regfile._05435_,12.92
dp.regfile.mem\[5\]\[15\],12.92
net3683,12.92
datamem.mem\[98\]\[0\],12.91
datamem._02399_,12.905
datamem._03109_,12.905
datamem._03233_,12.905
datamem.mem\[110\]\[5\],12.905
datamem.mem\[114\]\[16\],12.905
datamem._03937_,12.9
datamem._04187_,12.9
datamem.mem\[31\]\[18\],12.9
dp.regfile._02777_,12.9
dp.regfile._05637_,12.9
dp.regfile.mem\[24\]\[22\],12.9
net2226,12.9
net4728,12.9
net5382,12.9
datamem._03746_,12.885
datamem._11091_,12.88
datamem._12392_,12.88
datamem._12766_,12.88
datamem.mem\[0\]\[10\],12.88
datamem.mem\[0\]\[16\],12.88
datamem.mem\[0\]\[1\],12.88
datamem.mem\[0\]\[22\],12.88
datamem.mem\[118\]\[11\],12.88
datamem.mem\[1\]\[16\],12.88
datamem.mem\[21\]\[1\],12.88
datamem.mem\[23\]\[8\],12.88
datamem.mem\[40\]\[19\],12.88
datamem.mem\[73\]\[7\],12.88
datamem.mem\[75\]\[0\],12.88
datamem.mem\[80\]\[9\],12.88
dp.regfile._01375_,12.88
dp.regfile._04781_,12.88
dp.regfile._05475_,12.88
net2147,12.88
net2707,12.88
net4558,12.88
net5303,12.88
net5727,12.88
datamem._03247_,12.865
cu.pc_updater._145_,12.86
datamem._04690_,12.86
datamem._04745_,12.86
datamem._10407_,12.86
datamem._10432_,12.86
datamem._11456_,12.86
datamem._12434_,12.86
dp.funit.s.reg_H\[14\],12.86
dp.regfile._01343_,12.86
dp.regfile._02083_,12.86
dp.regfile._02389_,12.86
dp.regfile_rd_dout1_EXMEM.Q\[12\],12.86
net4251,12.86
net5790,12.86
datamem.mem\[73\]\[6\],12.85
datamem.mem\[103\]\[24\],12.84
datamem.mem\[107\]\[1\],12.84
datamem.mem\[27\]\[26\],12.84
datamem.mem\[37\]\[17\],12.84
datamem.mem\[41\]\[2\],12.84
datamem.mem\[60\]\[2\],12.84
dp.funit.s.sr.genblk1\[1\].genblk1\[27\].genblk1.mx.o_mux,12.84
dp.regfile._01708_,12.84
dp.regfile._03581_,12.84
net4227,12.84
net4340,12.84
net4839,12.84
datamem.mem\[75\]\[23\],12.83
datamem.mem\[122\]\[8\],12.825
datamem._04160_,12.82
datamem._04287_,12.82
datamem.mem\[100\]\[4\],12.82
datamem.mem\[52\]\[28\],12.82
datamem.mem\[56\]\[20\],12.82
dp.regfile._03612_,12.82
dp.regfile._04577_,12.82
net5676,12.82
datamem._02853_,12.805
datamem.mem\[18\]\[7\],12.805
datamem.mem\[90\]\[28\],12.805
datamem.mem\[90\]\[6\],12.805
cu.instr_decEX._00_,12.8
cu.pc_updater.adder.ripple\[3\].full_adder._0_,12.8
datamem._06411_,12.8
datamem._07476_,12.8
datamem.mem\[11\]\[0\],12.8
datamem.mem\[11\]\[5\],12.8
datamem.mem\[20\]\[24\],12.8
datamem.mem\[25\]\[28\],12.8
datamem.mem\[35\]\[31\],12.8
datamem.mem\[37\]\[7\],12.8
datamem.mem\[51\]\[5\],12.8
datamem.mem\[89\]\[18\],12.8
datamem.mem\[91\]\[30\],12.8
dp._0156_,12.8
dp.regfile.mem\[2\]\[28\],12.8
net2882,12.8
net3652,12.8
net4772,12.8
net5160,12.8
datamem._01507_,12.785
datamem.mem\[58\]\[3\],12.785
datamem.mem\[70\]\[26\],12.78
datamem.mem\[80\]\[4\],12.78
datamem.wr_din0\[22\],12.78
dp.funit.s.sr.genblk1\[1\].genblk1\[12\].genblk1.mx.o_mux,12.78
dp.funit.s.sr.genblk1\[3\].genblk1\[15\].genblk1.mx.o_mux,12.78
dp.regfile.mem\[13\]\[9\],12.78
dp.regfile.mem\[29\]\[31\],12.78
net2807,12.78
net2970,12.78
net4162,12.78
net4196,12.78
datamem._03015_,12.76
datamem._04345_,12.76
datamem._11981_,12.76
datamem.mem\[115\]\[12\],12.76
datamem.mem\[124\]\[0\],12.76
datamem.mem\[51\]\[6\],12.76
datamem.mem\[52\]\[1\],12.76
datamem.mem\[7\]\[11\],12.76
dp._0046_,12.76
dp._0079_,12.76
dp.funit.s.sr.genblk1\[1\].genblk1\[8\].genblk1.mx.o_mux,12.76
dp.regfile._05606_,12.76
net1485,12.76
net1569,12.76
net4575,12.76
net4764,12.76
net5028,12.76
net5086,12.76
datamem._02829_,12.755
datamem._00147_,12.745
datamem._00571_,12.745
datamem._05282_,12.74
datamem._06044_,12.74
datamem._09661_,12.74
datamem.mem\[44\]\[30\],12.74
datamem.mem\[65\]\[13\],12.74
dp.funit.alu.rcas.ripple\[4\].full_adder._2_,12.74
net310,12.74
net1103,12.74
dp.regfile._04288_,12.74
dp.regfile.mem\[4\]\[30\],12.74
net2933,12.74
net4448,12.74
net4498,12.74
net4638,12.74
net4721,12.74
datamem.mem\[110\]\[30\],12.73
cu.pc_updater.adder.ripple\[26\].full_adder._0_,12.72
datamem._07972_,12.72
datamem.mem\[117\]\[3\],12.72
datamem.mem\[14\]\[17\],12.72
datamem.mem\[55\]\[10\],12.72
datamem.mem\[55\]\[27\],12.72
datamem.mem\[87\]\[13\],12.72
dp.regfile._02270_,12.72
dp.regfile._02769_,12.72
net2739,12.72
datamem._02549_,12.705
cu.pc_updater.adder.ripple\[0\].full_adder._1_,12.7
datamem._05554_,12.7
datamem._06285_,12.7
datamem._06679_,12.7
datamem._07585_,12.7
datamem._07830_,12.7
datamem._08806_,12.7
datamem._08992_,12.7
datamem._10503_,12.7
datamem._10569_,12.7
datamem._12228_,12.7
datamem._12345_,12.7
datamem.mem\[125\]\[6\],12.7
datamem.mem\[21\]\[14\],12.7
datamem.mem\[45\]\[21\],12.7
datamem.mem\[52\]\[4\],12.7
datamem.mem\[5\]\[5\],12.7
datamem.mem\[93\]\[27\],12.7
datamem.mem\[97\]\[16\],12.7
dp._0286_,12.7
dp._0422_,12.7
dp.funit.s.sr.genblk1\[1\].genblk1\[11\].genblk1.mx.o_mux,12.7
dp.regfile._03345_,12.7
dp.regfile.mem\[14\]\[10\],12.7
datamem._02152_,12.695
datamem.mem\[26\]\[22\],12.685
cu.pc_updater.adder.B_xor\[2\],12.68
datamem._04977_,12.68
datamem._12633_,12.68
datamem.mem\[111\]\[27\],12.68
datamem.mem\[117\]\[12\],12.68
datamem.mem\[23\]\[27\],12.68
datamem.mem\[65\]\[11\],12.68
datamem.mem\[75\]\[22\],12.68
datamem.mem\[76\]\[19\],12.68
datamem.mem\[7\]\[14\],12.68
dp.regfile._04325_,12.68
dp.regfile._05012_,12.68
dp.regfile._05284_,12.68
dp.regfile.mem\[23\]\[22\],12.68
net1463,12.68
datamem._01822_,12.665
datamem._04352_,12.66
datamem._06132_,12.66
datamem._07272_,12.66
datamem._08886_,12.66
datamem._09239_,12.66
datamem.mem\[111\]\[25\],12.66
datamem.mem\[37\]\[10\],12.66
datamem.mem\[39\]\[5\],12.66
